title,publication_date,product_name,company_in_the_list,company_name_variants,multiple_nationality,main_country,no_total_authors,no_author_with_any_coi,coi_employment,coi_advisory_consulting,coi_speakers_bureau,coi_honoraria,first_author_coi_all,last_author_coi_all,coi_employment_first_author,coi_employment_last_author,coi_advisory_first_author,coi_advisory_last_author,coi_speakers_first_author,coi_speakers_last_author,coi_honoraria_first_author,coi_honoraria_last_author
"Treatment Adherence and Its Impact on Disease-Free Survival in the Breast International Group 1-98 Trial of Tamoxifen and Letrozole, Alone and in Sequence",2016-07-20,letrozole,True,"['Novartis', 'Novartis (I)']",0,Hungary,15,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Randomized, Double-Blind, Phase III Trial of Enzastaurin Versus Placebo in Patients Achieving Remission After First-Line Therapy for High-Risk Diffuse Large B-Cell Lymphoma",2016-07-20,enzastaurin,True,['Eli Lilly'],0,China,25,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Pembrolizumab in Patients With Advanced Triple-Negative Breast Cancer: Phase Ib KEYNOTE-012 Study,2016-07-20,pembrolizumab,True,"['Merck (I)', 'Merck & Co.', 'Merck']",0,Belgium,12,9,5,3,0,2,1,0,0,0,1,0,0,0,0,0
"Paclitaxel, Ifosfamide, and Cisplatin Efficacy for First-Line Treatment of Patients With Intermediate- or Poor-Risk Germ Cell Tumors",2016-07-20,paclitaxel,True,['Bristol-Myers Squibb'],0,USA,16,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Final 5-Year Study Results of DASISION: The Dasatinib Versus Imatinib Study in Treatment-NaÃ¯ve Chronic Myeloid Leukemia Patients Trial,2016-07-10,dasatinib,True,['Bristol-Myers Squibb'],0,Germany,12,11,2,5,1,4,1,1,0,0,1,1,0,0,0,1
Dexamethasone and High-Dose Methotrexate Improve Outcome for Children and Young Adults With High-Risk B-Acute Lymphoblastic Leukemia: A Report From Childrenâ€™s Oncology Group Study AALL0232,2016-07-10,methotrexate,False,[],0,USA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Phase III Noninferiority Study Comparing Two Radiotherapy Fractionation Schedules in Patients With Low-Risk Prostate Cancer,2016-07-10,,False,[],0,USA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West German Study Group Phase III PlanB Trial: First Prospective Outcome Data for the 21-Gene Recurrence Score Assay and Concordance of Prognostic Markers by Central and Local Pathology Assessment,2016-07-10,21-gene Recurrence Score (Oncotype DX) assay,True,"['Genomic Health', 'Genomic Health (I)', 'Renal prognostic signature developed at Genomic Health']",0,USA,21,10,2,7,1,3,1,1,0,0,1,1,0,0,0,0
"Randomized, Prospective Evaluation Comparing Intensity of Lymphodepletion Before Adoptive Transfer of Tumor-Infiltrating Lymphocytes for Patients With Metastatic Melanoma",2016-07-10,,False,[],0,USA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randomized Phase II Evaluation of Bevacizumab Versus Bevacizumab Plus Fosbretabulin in Recurrent Ovarian, Tubal, or Peritoneal Carcinoma: An NRG Oncology/Gynecologic Oncology Group Study",2016-07-01,fosbretabulin tromethamine,True,['OXiGENE'],0,USA,11,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Randomized Phase II Study of Trabectedin and Doxorubicin Compared With Doxorubicin Alone as First-Line Treatment in Patients With Advanced Soft Tissue Sarcomas: A Spanish Group for Research on Sarcoma Study,2016-07-01,trabectedin,True,"['Plitidepsin (PharmaMar)', 'PharmaMar']",0,Spain,24,6,0,1,2,2,1,1,0,0,1,0,1,0,0,0
"Hydrocortisone as an Intervention for Dexamethasone-Induced Adverse Effects in Pediatric Patients With Acute Lymphoblastic Leukemia: Results of a Double-Blind, Randomized Controlled Trial",2016-07-01,dexamethasone,False,[],0,the Netherlands,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A Randomized, Double-Blind, Placebo-Controlled, Phase III Study to Assess Efficacy and Safety of Weekly Farletuzumab in Combination With Carboplatin and Taxane in Patients With Ovarian Cancer in First Platinum-Sensitive Relapse",2016-07-01,farletuzumab,True,['Morphotek'],0,USA,15,6,4,2,0,0,0,1,0,0,0,1,0,0,0,0
Two Years of Adjuvant Tamoxifen Provides a Survival Benefit Compared With No Systemic Treatment in Premenopausal Patients With Primary Breast Cancer: Long-Term Follow-Up (> 25 years) of the Phase III SBII:2pre Trial,2016-07-01,tamoxifen,True,['AstraZeneca'],0,Sweden,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Response to Cetuximab With or Without Irinotecan in Patients With Refractory Metastatic Colorectal Cancer Harboring the KRAS G13D Mutation: Australasian Gastro-Intestinal Trials Group ICECREAM Study,2016-07-01,cetuximab,True,"['Merck KGaA', 'Merck', 'Merck Serono', 'Merck-Serono']",0,United Kingdom,23,14,0,9,1,3,1,1,0,0,0,0,0,0,0,0
"Bortezomib, Doxorubicin, Cyclophosphamide, Dexamethasone Induction Followed by Stem Cell Transplantation for Primary Plasma Cell Leukemia: A Prospective Phase II Study of the Intergroupe Francophone du MyÃ©lome",2016-06-20,bortezomib,True,['Takeda Pharmaceuticals'],0,France,28,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0
Molecular Alterations and Everolimus Efficacy in Human Epidermal Growth Factor Receptor 2â€“Overexpressing Metastatic Breast Cancers: Combined Exploratory Biomarker Analysis From BOLERO-1 and BOLERO-3,2016-06-20,everolimus,True,['Novartis'],0,USA,16,12,5,3,1,3,1,1,0,0,0,1,0,0,0,1
Afatinib Activity in Platinum-Refractory Metastatic Urothelial Carcinoma in Patients With ERBB Alterations,2016-06-20,afatinib,True,['Boehringer Ingelheim'],0,USA,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Enzalutamide Versus Bicalutamide in Castration-Resistant Prostate Cancer: The STRIVE Trial,2016-06-20,enzalutamide,True,['Astellas Pharma'],0,USA,12,8,2,4,2,1,1,1,0,0,1,1,0,0,0,0
"Eight Cycles of ABVD Versus Four Cycles of BEACOPPescalated Plus Four Cycles of BEACOPPbaseline in Stage III to IV, International Prognostic Score â‰¥ 3, High-Risk Hodgkin Lymphoma: First Results of the Phase III EORTC 20012 Intergroup Trial",2016-06-10,"ABVD (doxorubicin, bleomycin, vinblastine, dacarbazine)",False,[],0,Spain,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase II Randomized Preoperative Window-of-Opportunity Study of the PI3K Inhibitor Pictilisib Plus Anastrozole Compared With Anastrozole Alone in Patients With Estrogen Receptorâ€“Positive Breast Cancer,2016-06-10,pictilisib,True,"['Genentech', 'Genentech (I)']",0,USA,26,6,5,1,1,0,1,0,1,0,0,0,0,0,0,0
US Intergroup Trial of Response-Adapted Therapy for Stage III to IV Hodgkin Lymphoma Using Early Interim FluorodeoxyglucoseÃ¢â‚¬â€œPositron Emission Tomography Imaging: Southwest Oncology Group S0816,2016-06-10,fluorodeoxyglucose F 18,False,[],0,USA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Trial of Hepatic Artery Embolization for Hepatocellular Carcinoma Using Doxorubicin-Eluting Microspheres Compared With Embolization With Microspheres Alone,2016-06-10,doxorubicin-eluting microspheres,True,['Sirtex Medical'],0,USA,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controlled, Randomized, Open-Label Trial of Risk-Stratified Corticosteroid Prevention of Acute Graft-Versus-Host Disease After Haploidentical Transplantation",2016-06-01,corticosteroids,False,[],0,China,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Controlled Trial of Family Therapy in Advanced Cancer Continued Into Bereavement,2016-06-01,,False,[],0,Australia,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Randomized Phase II Trial of Short-Course Androgen Deprivation Therapy With or Without Bevacizumab for Patients With Recurrent Prostate Cancer After Definitive Local Therapy,2016-06-01,bevacizumab,True,['Genentech'],0,USA,14,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0
Default Options: Opportunities to Improve Quality and Value in Oncology,2016-06-01,,False,[],0,USA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase I Study of LY2606368, a Checkpoint Kinase 1 Inhibitor, in Patients With Advanced Cancer",2016-05-20,LY2606368,True,"['Eli Lilly (I)', 'Eli Lilly']",0,USA,16,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Acupuncture As an Integrative Approach for the Treatment of Hot Flashes in Women With Breast Cancer: A Prospective Multicenter Randomized Controlled Trial (AcCliMaT),2016-05-20,,False,[],0,Italy,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Association of Vitamin D Levels With Outcome in Patients With Melanoma After Adjustment For C-Reactive Protein,2016-05-20,vitamin D,False,[],0,USA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase II Trial of Temsirolimus for Relapsed/Refractory Primary CNS Lymphoma,2016-05-20,temsirolimus,True,['Pfizer'],0,Germany,12,4,0,2,0,1,1,1,0,0,0,1,0,0,0,0
Short Androgen Suppression and Radiation Dose Escalation for Intermediate- and High-Risk Localized Prostate Cancer: Results of EORTC Trial 22991,2016-05-20,luteinizing hormoneâ€“releasing hormone agonist,True,['Ipsen'],0,Egypt,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIRFLOX: Randomized Phase III Trial Comparing First-Line mFOLFOX6 (Plus or Minus Bevacizumab) Versus mFOLFOX6 (Plus or Minus Bevacizumab) Plus Selective Internal Radiation Therapy in Patients With Metastatic Colorectal Cancer,2016-05-20,yttrium-90 resin microspheres,True,['Sirtex'],0,France,30,13,2,6,2,7,1,1,0,0,1,0,0,0,1,1
Adjuvant Tamoxifen Plus Ovarian Function Suppression Versus Tamoxifen Alone in Premenopausal Women With Early Breast Cancer: Patient-Reported Outcomes in the Suppression of Ovarian Function Trial,2016-05-10,tamoxifen,False,[],0,Sweden,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efficacy and Biomarker Study of Bevacizumab for Hearing Loss Resulting From Neurofibromatosis Type 2â€“Associated Vestibular Schwannomas,2016-05-10,bevacizumab,True,"['Roche', 'Roche Norway']",0,USA,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bevacizumab Plus Irinotecan Versus Temozolomide in Newly Diagnosed O6-Methylguanineâ€“DNA Methyltransferase Nonmethylated Glioblastoma: The Randomized GLARIUS Trial,2016-05-10,bevacizumab,True,"['Bureau: Roche', 'F. Hoffmann-La Roche', 'Roche Pharma AG', 'Roche']",0,Germany,38,17,2,10,3,9,1,1,0,0,1,1,1,0,1,1
"Randomized Open-Label Phase II Trial of Apitolisib (GDC-0980), a Novel Inhibitor of the PI3K/Mammalian Target of Rapamycin Pathway, Versus Everolimus in Patients With Metastatic Renal Cell Carcinoma",2016-05-10,apitolisib,True,['Genentech'],0,Germany,21,13,9,1,0,1,0,1,0,0,0,0,0,0,0,0
Incidence and Predictive Factors for Recovery of Ovarian Function in Amenorrheic Women in Their 40s Treated With Letrozole,2016-05-10,letrozole,True,['Novartis'],0,USA,14,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0
Twelve-Month Estrogen Levels in Premenopausal Women With Hormone Receptorâ€“Positive Breast Cancer Receiving Adjuvant Triptorelin Plus Exemestane or Tamoxifen in the Suppression of Ovarian Function Trial (SOFT): The SOFT-EST Substudy,2016-05-10,triptorelin,False,[],0,Hungary,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase I and II Study of Induction Chemotherapy With Methotrexate, Rituximab, and Temozolomide, Followed By Whole-Brain Radiotherapy and Postirradiation Temozolomide for Primary CNS Lymphoma: NRG Oncology RTOG 0227",2016-05-10,temozolomide,False,[],0,USA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Myeloma Working Group Recommendations for the Diagnosis and Management of Myeloma-Related Renal Impairment,2016-05-01,bortezomib,True,['Takeda Pharmaceuticals'],0,Spain,21,8,0,3,1,3,0,1,0,0,0,0,0,0,0,1
Evaluation of Immune-Related Response Criteria and RECIST v1.1 in Patients With Advanced Melanoma Treated With Pembrolizumab,2016-05-01,pembrolizumab,True,"['Merck (I)', 'Merck Serono', 'Merck Sharp & Dohme', 'Merck']",0,USA,21,18,6,8,0,2,1,1,0,0,1,1,0,0,0,0
"Docetaxel As Monotherapy or Combined With Ramucirumab or Icrucumab in Second-Line Treatment for Locally Advanced or Metastatic Urothelial Carcinoma: An Open-Label, Three-Arm, Randomized Controlled Phase II Trial",2016-05-01,ramucirumab,True,"['Eli Lilly/ImClone', 'Eli Lilly']",0,USA,22,11,6,1,0,1,1,1,0,0,0,1,0,0,1,0
"Randomized, Double-Blind, Placebo-Controlled Phase III Trial of Apatinib in Patients With Chemotherapy-Refractory Advanced or Metastatic Adenocarcinoma of the Stomach or Gastroesophageal Junction",2016-05-01,apatinib,True,['Jiangsu Hengrui Medicine'],0,China,34,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Use of a Comprehensive Geriatric Assessment for the Management of Elderly Patients With Advanced Nonâ€“Small-Cell Lung Cancer: The Phase III Randomized ESOGIA-GFPC-GECP 08-02 Study,2016-05-01,carboplatin,False,[],0,Spain,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase II Study of Autologous Monocyte-Derived mRNA Electroporated Dendritic Cells (TriMixDC-MEL) Plus Ipilimumab in Patients With Pretreated Advanced Melanoma,2016-04-20,ipilimumab,True,['Bristol-Myers Squibb'],0,the Netherlands,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Morbidity and Mortality of Laparoscopic Versus Open D2 Distal Gastrectomy for Advanced Gastric Cancer: A Randomized Controlled Trial,2016-04-20,,False,[],0,China,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interim Positron Emission Tomography Responseâ€“Adapted Therapy in Advanced-Stage Hodgkin Lymphoma: Final Results of the Phase II Part of the HD0801 Study,2016-04-20,"ABVD (doxorubicin, bleomycin, vinblastine, dacarbazine)",False,[],0,Italy,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase I Study of the Aurora A Kinase Inhibitor Alisertib in Combination With Irinotecan and Temozolomide for Patients With Relapsed or Refractory Neuroblastoma: A NANT (New Approaches to Neuroblastoma Therapy) Trial,2016-04-20,alisertib,True,['Millennium Pharmaceuticals'],0,USA,19,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Influence of the Acidic Beverage Cola on the Absorption of Erlotinib in Patients With Nonâ€“Small-Cell Lung Cancer,2016-04-20,erlotinib,True,"['Roche', 'Roche Pharma']",0,the Netherlands,13,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0
"A Randomized, Open-Label, Multicenter, Phase III Study of Epoetin Alfa Versus Best Standard of Care in Anemic Patients With Metastatic Breast Cancer Receiving Standard Chemotherapy",2016-04-10,epoetin alfa,True,['Amgen'],0,USA,23,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Long-Term Results of the HD2000 Trial Comparing ABVD Versus BEACOPP Versus COPP-EBV-CAD in Untreated Patients With Advanced Hodgkin Lymphoma: A Study by Fondazione Italiana Linfomi,2016-04-10,,False,[],0,Italy,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bispecific T-Cell Engager (BiTE) Antibody Construct Blinatumomab for the Treatment of Patients With Relapsed/Refractory Non-Hodgkin Lymphoma: Final Results From a Phase I Study,2016-04-01,blinatumomab,True,"['Amgen Research (Munich)', 'Executive Director at Amgen Research (Munich)', 'Amgen']",0,USA,24,14,7,4,0,5,1,1,0,0,0,1,0,0,0,1
First-in-Human Phase I/II Study of NEOD001 in Patients With Light Chain Amyloidosis and Persistent Organ Dysfunction,2016-04-01,NEOD001,True,"['Prothena Therapeutics', 'Prothena Corporation', 'Prothena Biosciences']",0,USA,14,12,4,7,0,1,1,1,0,0,1,1,0,0,1,0
Final Results of the Sunbelt Melanoma Trial: A Multi-Institutional Prospective Randomized Phase III Study Evaluating the Role of Adjuvant High-Dose Interferon Alfa-2b and Completion Lymph Node Dissection for Patients Staged by Sentinel Lymph Node Biopsy,2016-04-01,interferon alfa-2b,True,['Merck'],0,USA,17,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
Adjuvant Lapatinib and Trastuzumab for Early Human Epidermal Growth Factor Receptor 2Ã¢â‚¬â€œPositive Breast Cancer: Results From the Randomized Phase III Adjuvant Lapatinib and/or Trastuzumab Treatment Optimization Trial,2016-04-01,lapatinib,True,['GlaxoSmithKline'],0,USA,35,13,1,2,0,3,0,0,0,0,0,0,0,0,0,0
Translational Breast Cancer Research Consortium (TBCRC) 022: A Phase II Trial of Neratinib for Patients With Human Epidermal Growth Factor Receptor 2â€“Positive Breast Cancer and Brain Metastases,2016-03-20,neratinib,True,['Puma Biotechnology'],0,USA,24,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gemtuzumab Ozogamicin Versus Best Supportive Care in Older Patients With Newly Diagnosed Acute Myeloid Leukemia Unsuitable for Intensive Chemotherapy: Results of the Randomized Phase III EORTC-GIMEMA AML-19 Trial,2016-03-20,gemtuzumab ozogamicin,True,['Pfizer'],0,the Netherlands,24,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
PROCLAIM: Randomized Phase III Trial of Pemetrexed-Cisplatin or Etoposide-Cisplatin Plus Thoracic Radiation Therapy Followed by Consolidation Chemotherapy in Locally Advanced Nonsquamous Nonâ€“Small-Cell Lung Cancer,2016-03-20,pemetrexed,True,"['Eli Lilly', 'Lilly Oncology']",0,France,21,15,6,7,2,5,1,1,0,0,0,1,0,0,0,0
Cost-Effectiveness of Pertuzumab in Human Epidermal Growth Factor Receptor 2Ã¢â‚¬â€œPositive Metastatic Breast Cancer,2016-03-20,pertuzumab,False,[],0,Stanford CA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overall Survival and Durable Responses in Patients With BRAF V600â€“Mutant Metastatic Melanoma Receiving Dabrafenib Combined With Trametinib,2016-03-10,dabrafenib and trametinib,True,['GlaxoSmithKline'],0,USA,26,17,4,4,0,2,1,1,0,0,1,1,0,0,0,0
"Atezolizumab, an Antiâ€“Programmed Death-Ligand 1 Antibody, in Metastatic Renal Cell Carcinoma: Long-Term Safety, Clinical Activity, and Immune Correlates From a Phase Ia Study",2016-03-10,atezolizumab,False,[],0,United Kingdom,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardioprotection and Safety of Dexrazoxane in Patients Treated for Newly Diagnosed T-Cell Acute Lymphoblastic Leukemia or Advanced-Stage Lymphoblastic Non-Hodgkin Lymphoma: A Report of the Childrenâ€™s Oncology Group Randomized Trial Pediatric Oncology Group 9404,2016-03-10,dexrazoxane,True,['Clinigen Group'],0,USA,11,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Pan Canadian Rash Trial: A Randomized Phase III Trial Evaluating the Impact of a Prophylactic Skin Treatment Regimen on Epidermal Growth Factor Receptor-Tyrosine Kinase Inhibitorâ€“Induced Skin Toxicities in Patients With Metastatic Lung Cancer,2016-03-10,erlotinib,True,"['Roche Canada', 'Roche']",0,Canada,14,4,0,2,0,2,1,1,0,0,0,1,0,0,1,0
Efficacy and Safety of Trabectedin or Dacarbazine for Metastatic Liposarcoma or Leiomyosarcoma After Failure of Conventional Chemotherapy: Results of a Phase III Randomized Multicenter Clinical Trial,2016-03-10,trabectedin,True,['Eisai'],0,USA,19,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CD33 Expression and Its Association With Gemtuzumab Ozogamicin Response: Results From the Randomized Phase III Childrenâ€™s Oncology Group Trial AAML0531,2016-03-01,gemtuzumab ozogamicin,True,['Pfizer'],0,USA,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Volasertib Versus Chemotherapy in Platinum-Resistant or -Refractory Ovarian Cancer: A Randomized Phase II Groupe des Investigateurs Nationaux pour l'Etude des Cancers de l'Ovaire Study,2016-03-01,volasertib,True,['Boehringer Ingelheim'],0,Germany,21,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0
"Randomized Trial Comparing Telephone Versus In-Person Weight Loss Counseling on Body Composition and Circulating Biomarkers in Women Treated for Breast Cancer: The Lifestyle, Exercise, and Nutrition (LEAN) Study",2016-03-01,,True,[],0,USA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radiotherapy With 4 Gy Ã— 5 Versus 3 Gy Ã— 10 for Metastatic Epidural Spinal Cord Compression: Final Results of the SCORE-2 Trial (ARO 2009/01),2016-02-20,,False,[],0,USA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediatric-Like Acute Lymphoblastic Leukemia Therapy in Adults With Lymphoblastic Lymphoma: The GRAALL-LYSA LL03 Study,2016-02-20,,False,[],0,Belgium,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Double-Blind Trial of Pregabalin Versus Placebo in Conjunction With Palliative Radiotherapy for Cancer-Induced Bone Pain,2016-02-20,pregabalin,True,['Pfizer'],0,Norway,8,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0
Symptom Monitoring With Patient-Reported Outcomes During Routine Cancer Treatment: A Randomized Controlled Trial,2016-02-20,,False,[],0,USA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molecular Heterogeneity and Response to Neoadjuvant Human Epidermal Growth Factor Receptor 2 Targeting in CALGB 40601, a Randomized Phase III Trial of Paclitaxel Plus Trastuzumab With or Without Lapatinib",2016-02-20,trastuzumab,True,"['Genentech Roche', 'Genentech/Roche', 'Genentech', 'Roche/Genentech']",0,United Kingdom,18,5,0,2,0,0,1,1,0,0,0,1,0,0,0,0
Rituximab Maintenance for a Maximum of 5 Years After Single-Agent Rituximab Induction in Follicular Lymphoma: Results of the Randomized Controlled Phase III Trial SAKK 35/03,2016-02-10,rituximab,True,['Roche'],0,South Africa,19,6,0,4,0,3,1,1,0,0,1,1,0,0,1,1
Randomized Phase III Trial of Standard Therapy Plus Low Molecular Weight Heparin in Patients With Lung Cancer: FRAGMATIC Trial,2016-02-10,LMWH,True,['Leo Pharma'],0,Ireland,16,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Randomized Trial of a Web-Based Intervention to Address Barriers to Clinical Trials,2016-02-10,,False,[],0,USA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Multi-Institutional Phase II Study of High-Dose Hypofractionated Proton Beam Therapy in Patients With Localized, Unresectable Hepatocellular Carcinoma and Intrahepatic Cholangiocarcinoma",2016-02-10,proton beam therapy,False,[],0,USA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cetuximab and Radiotherapy Versus Cisplatin and Radiotherapy for Locally Advanced Head and Neck Cancer: A Randomized Phase II Trial,2016-02-10,cisplatin,False,[],0,Italy,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Trial of Low-Dose Morphine Versus Weak Opioids in Moderate Cancer Pain,2016-02-10,morphine,False,[],0,USA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lapatinib in Combination With Capecitabine Plus Oxaliplatin in Human Epidermal Growth Factor Receptor 2â€“Positive Advanced or Metastatic Gastric, Esophageal, or Gastroesophageal Adenocarcinoma: TRIO-013/LOGiCâ€”A Randomized Phase III Trial",2016-02-10,lapatinib,True,['GlaxoSmithKline'],0,USA,24,9,4,2,0,1,1,0,0,0,0,0,0,0,0,0
"Correlative Analysis of Genetic Alterations and Everolimus Benefit in Hormone Receptorâ€“Positive, Human Epidermal Growth Factor Receptor 2â€“Negative Advanced Breast Cancer: Results From BOLERO-2",2016-02-10,everolimus,True,"['Novartis', 'Novartis Institute of Biomedical Research', 'Novartis Institute for BioMedical Research', 'Novartis Pharmaceuticals']",0,USA,25,20,9,7,1,3,1,1,0,0,1,1,0,0,0,0
Upfront Genotyping of DPYD*2A to Individualize Fluoropyrimidine Therapy: A Safety and Cost Analysis,2016-01-20,fluorouracil,False,[],0,the Netherlands,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluating Intermittent Androgen-Deprivation Therapy Phase III Clinical Trials: The Devil Is in the Details,2016-01-20,,False,[],0,USA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adjuvant Imatinib for High-Risk GI Stromal Tumor: Analysis of a Randomized Trial,2016-01-20,imatinib,True,"['Novartis', 'Novartis (I)']",0,Germany,19,7,0,4,0,6,0,1,0,0,0,1,0,0,0,1
Anastrozole-Induced Carpal Tunnel Syndrome: Results From the International Breast Cancer Intervention Study II Prevention Trial,2016-01-10,anastrozole,True,['AstraZeneca'],0,Australia,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Intensive Multiagent Therapy, Including Dose-Compressed Cycles of Ifosfamide/Etoposide and Vincristine/Doxorubicin/Cyclophosphamide, Irinotecan, and Radiation, in Patients With High-Risk Rhabdomyosarcoma: A Report From the Children's Oncology Group",2016-01-10,irinotecan,True,['Pfizer'],0,USA,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Time to Definitive Failure to the First Tyrosine Kinase Inhibitor in Localized GI Stromal Tumors Treated With Imatinib As an Adjuvant: A European Organisation for Research and Treatment of Cancer Soft Tissue and Bone Sarcoma Group Intergroup Randomized Trial in Collaboration With the Australasian Gastro-Intestinal Trials Group, UNICANCER, French Sarcoma Group, Italian Sarcoma Group, and Spanish Group for Research on Sarcomas",2015-12-20,imatinib,True,['Novartis'],0,Belgium,22,9,0,5,2,8,1,1,0,0,1,1,0,0,1,1
"Randomized Phase Ib/II Study of Gemcitabine Plus Placebo or Vismodegib, a Hedgehog Pathway Inhibitor, in Patients With Metastatic Pancreatic Cancer",2015-12-20,vismodegib,True,"['Genentech/Roche', 'Genentech', 'Roche/Genentech', 'Roche']",0,USA,24,9,2,6,2,4,1,1,0,0,1,1,0,0,1,0
"Postoperative Adjuvant Lapatinib and Concurrent Chemoradiotherapy Followed by Maintenance Lapatinib Monotherapy in High-Risk Patients With Resected Squamous Cell Carcinoma of the Head and Neck: A Phase III, Randomized, Double-Blind, Placebo-Controlled Study",2015-12-10,lapatinib,True,"['GlaxoSmithKline', 'GlaxoSmithKline Biologicals', 'GlaxoSmithKline Oncology']",0,Switzerland,25,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase III Study of Surgery Versus Definitive Concurrent Chemoradiotherapy Boost in Patients With Resectable Stage IIIA(N2) and Selected IIIB Nonâ€“Small-Cell Lung Cancer After Induction Chemotherapy and Concurrent Chemoradiotherapy (ESPATUE),2015-12-10,cisplatin,False,[],0,the Netherlands,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Comparison of Surveillance Intervals in Familial Colorectal Cancer,2015-12-10,,False,[],0,the Netherlands,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase II Study of Allogeneic Transplantation for Older Patients With Acute Myeloid Leukemia in First Complete Remission Using a Reduced-Intensity Conditioning Regimen: Results From Cancer and Leukemia Group B 100103 (Alliance for Clinical Trials in Oncology)/Blood and Marrow Transplant Clinical Trial Network 0502,2015-12-10,,False,[],0,USA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adjuvant Fluorouracil, Leucovorin, and Oxaliplatin in Stage II to III Colon Cancer: Updated 10-Year Survival and Outcomes According to BRAF Mutation and Mismatch Repair Status of the MOSAIC Study",2015-12-10,oxaliplatin,True,['Sanofi'],0,Germany,25,6,0,5,0,3,1,1,0,0,1,1,0,0,1,1
Acute Toxicity and Quality of Life After Dose-Intensified Salvage Radiation Therapy for Biochemically Recurrent Prostate Cancer After Prostatectomy: First Results of the Randomized Trial SAKK 09/10,2015-12-10,,False,[],0,Belgium,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
